"url","user","problem"
"https://www.hackerrank.com/rest/contests/master/challenges/hackerrank-in-a-string/hackers/harshnikam4536/download_solution","harshnikam4536","hackerrank-in-a-string"
"https://www.hackerrank.com/rest/contests/master/challenges/quicksort1/hackers/harshnikam4536/download_solution","harshnikam4536","quicksort1"
"https://www.hackerrank.com/rest/contests/master/challenges/pangrams/hackers/harshnikam4536/download_solution","harshnikam4536","pangrams"
"https://www.hackerrank.com/rest/contests/master/challenges/weighted-uniform-string/hackers/harshnikam4536/download_solution","harshnikam4536","weighted-uniform-string"
"https://www.hackerrank.com/rest/contests/master/challenges/separate-the-numbers/hackers/harshnikam4536/download_solution","harshnikam4536","separate-the-numbers"
"https://www.hackerrank.com/rest/contests/master/challenges/funny-string/hackers/harshnikam4536/download_solution","harshnikam4536","funny-string"
"https://www.hackerrank.com/rest/contests/master/challenges/countingsort1/hackers/harshnikam4536/download_solution","harshnikam4536","countingsort1"
"https://www.hackerrank.com/rest/contests/master/challenges/countingsort2/hackers/harshnikam4536/download_solution","harshnikam4536","countingsort2"
"https://www.hackerrank.com/rest/contests/master/challenges/gem-stones/hackers/harshnikam4536/download_solution","harshnikam4536","gem-stones"
"https://www.hackerrank.com/rest/contests/master/challenges/alternating-characters/hackers/harshnikam4536/download_solution","harshnikam4536","alternating-characters"
"https://www.hackerrank.com/rest/contests/master/challenges/countingsort4/hackers/harshnikam4536/download_solution","harshnikam4536","countingsort4"
"https://www.hackerrank.com/rest/contests/master/challenges/beautiful-binary-string/hackers/harshnikam4536/download_solution","harshnikam4536","beautiful-binary-string"
"https://www.hackerrank.com/rest/contests/master/challenges/closest-numbers/hackers/harshnikam4536/download_solution","harshnikam4536","closest-numbers"
"https://www.hackerrank.com/rest/contests/master/challenges/the-love-letter-mystery/hackers/harshnikam4536/download_solution","harshnikam4536","the-love-letter-mystery"
"https://www.hackerrank.com/rest/contests/master/challenges/find-the-median/hackers/harshnikam4536/download_solution","harshnikam4536","find-the-median"
"https://www.hackerrank.com/rest/contests/master/challenges/determining-dna-health/hackers/harshnikam4536/download_solution","harshnikam4536","determining-dna-health"
"https://www.hackerrank.com/rest/contests/master/challenges/insertion-sort/hackers/harshnikam4536/download_solution","harshnikam4536","insertion-sort"
"https://www.hackerrank.com/rest/contests/master/challenges/palindrome-index/hackers/harshnikam4536/download_solution","harshnikam4536","palindrome-index"
"https://www.hackerrank.com/rest/contests/master/challenges/fraudulent-activity-notifications/hackers/harshnikam4536/download_solution","harshnikam4536","fraudulent-activity-notifications"
"https://www.hackerrank.com/rest/contests/master/challenges/anagram/hackers/harshnikam4536/download_solution","harshnikam4536","anagram"
"https://www.hackerrank.com/rest/contests/master/challenges/making-anagrams/hackers/harshnikam4536/download_solution","harshnikam4536","making-anagrams"
"https://www.hackerrank.com/rest/contests/master/challenges/lilys-homework/hackers/harshnikam4536/download_solution","harshnikam4536","lilys-homework"
"https://www.hackerrank.com/rest/contests/master/challenges/game-of-thrones/hackers/harshnikam4536/download_solution","harshnikam4536","game-of-thrones"
"https://www.hackerrank.com/rest/contests/master/challenges/two-strings/hackers/harshnikam4536/download_solution","harshnikam4536","two-strings"
"https://www.hackerrank.com/rest/contests/master/challenges/string-construction/hackers/harshnikam4536/download_solution","harshnikam4536","string-construction"
"https://www.hackerrank.com/rest/contests/master/challenges/sherlock-and-valid-string/hackers/harshnikam4536/download_solution","harshnikam4536","sherlock-and-valid-string"
"https://www.hackerrank.com/rest/contests/master/challenges/richie-rich/hackers/harshnikam4536/download_solution","harshnikam4536","richie-rich"
"https://www.hackerrank.com/rest/contests/master/challenges/maximum-palindromes/hackers/harshnikam4536/download_solution","harshnikam4536","maximum-palindromes"
"https://www.hackerrank.com/rest/contests/master/challenges/sherlock-and-anagrams/hackers/harshnikam4536/download_solution","harshnikam4536","sherlock-and-anagrams"
"https://www.hackerrank.com/rest/contests/master/challenges/common-child/hackers/harshnikam4536/download_solution","harshnikam4536","common-child"
"https://www.hackerrank.com/rest/contests/master/challenges/bear-and-steady-gene/hackers/harshnikam4536/download_solution","harshnikam4536","bear-and-steady-gene"
"https://www.hackerrank.com/rest/contests/master/challenges/morgan-and-a-string/hackers/harshnikam4536/download_solution","harshnikam4536","morgan-and-a-string"
"https://www.hackerrank.com/rest/contests/master/challenges/count-strings/hackers/harshnikam4536/download_solution","harshnikam4536","count-strings"
"https://www.hackerrank.com/rest/contests/master/challenges/string-function-calculation/hackers/harshnikam4536/download_solution","harshnikam4536","string-function-calculation"
"https://www.hackerrank.com/rest/contests/master/challenges/challenging-palindromes/hackers/harshnikam4536/download_solution","harshnikam4536","challenging-palindromes"
"https://www.hackerrank.com/rest/contests/master/challenges/build-a-string/hackers/harshnikam4536/download_solution","harshnikam4536","build-a-string"
"https://www.hackerrank.com/rest/contests/master/challenges/gridland-provinces/hackers/harshnikam4536/download_solution","harshnikam4536","gridland-provinces"
"https://www.hackerrank.com/rest/contests/master/challenges/cards-permutation/hackers/harshnikam4536/download_solution","harshnikam4536","cards-permutation"
"https://www.hackerrank.com/rest/contests/master/challenges/ashton-and-string/hackers/harshnikam4536/download_solution","harshnikam4536","ashton-and-string"
"https://www.hackerrank.com/rest/contests/master/challenges/string-similarity/hackers/harshnikam4536/download_solution","harshnikam4536","string-similarity"
"https://www.hackerrank.com/rest/contests/master/challenges/super-functional-strings/hackers/harshnikam4536/download_solution","harshnikam4536","super-functional-strings"
"https://www.hackerrank.com/rest/contests/master/challenges/circular-palindromes/hackers/harshnikam4536/download_solution","harshnikam4536","circular-palindromes"
"https://www.hackerrank.com/rest/contests/master/challenges/similar-strings/hackers/harshnikam4536/download_solution","harshnikam4536","similar-strings"
"https://www.hackerrank.com/rest/contests/master/challenges/save-humanity/hackers/harshnikam4536/download_solution","harshnikam4536","save-humanity"
"https://www.hackerrank.com/rest/contests/master/challenges/find-strings/hackers/harshnikam4536/download_solution","harshnikam4536","find-strings"
"https://www.hackerrank.com/rest/contests/master/challenges/palindromic-border/hackers/harshnikam4536/download_solution","harshnikam4536","palindromic-border"
"https://www.hackerrank.com/rest/contests/master/challenges/two-two/hackers/harshnikam4536/download_solution","harshnikam4536","two-two"
"https://www.hackerrank.com/rest/contests/master/challenges/two-strings-game/hackers/harshnikam4536/download_solution","harshnikam4536","two-strings-game"
"https://www.hackerrank.com/rest/contests/master/challenges/letter-islands/hackers/harshnikam4536/download_solution","harshnikam4536","letter-islands"
"https://www.hackerrank.com/rest/contests/master/challenges/pseudo-isomorphic-substrings/hackers/harshnikam4536/download_solution","harshnikam4536","pseudo-isomorphic-substrings"
"https://www.hackerrank.com/rest/contests/master/challenges/how-many-substrings/hackers/harshnikam4536/download_solution","harshnikam4536","how-many-substrings"
"https://www.hackerrank.com/rest/contests/master/challenges/hackerland-radio-transmitters/hackers/harshnikam4536/download_solution","harshnikam4536","hackerland-radio-transmitters"
"https://www.hackerrank.com/rest/contests/master/challenges/gridland-metro/hackers/harshnikam4536/download_solution","harshnikam4536","gridland-metro"
"https://www.hackerrank.com/rest/contests/master/challenges/icecream-parlor/hackers/harshnikam4536/download_solution","harshnikam4536","icecream-parlor"
"https://www.hackerrank.com/rest/contests/master/challenges/knightl-on-chessboard/hackers/harshnikam4536/download_solution","harshnikam4536","knightl-on-chessboard"
"https://www.hackerrank.com/rest/contests/master/challenges/minimum-loss/hackers/harshnikam4536/download_solution","harshnikam4536","minimum-loss"
"https://www.hackerrank.com/rest/contests/master/challenges/missing-numbers/hackers/harshnikam4536/download_solution","harshnikam4536","missing-numbers"
"https://www.hackerrank.com/rest/contests/master/challenges/pairs/hackers/harshnikam4536/download_solution","harshnikam4536","pairs"
"https://www.hackerrank.com/rest/contests/master/challenges/sherlock-and-array/hackers/harshnikam4536/download_solution","harshnikam4536","sherlock-and-array"
"https://www.hackerrank.com/rest/contests/master/challenges/maximum-subarray-sum/hackers/harshnikam4536/download_solution","harshnikam4536","maximum-subarray-sum"
"https://www.hackerrank.com/rest/contests/master/challenges/connected-cell-in-a-grid/hackers/harshnikam4536/download_solution","harshnikam4536","connected-cell-in-a-grid"
"https://www.hackerrank.com/rest/contests/master/challenges/short-palindrome/hackers/harshnikam4536/download_solution","harshnikam4536","short-palindrome"
"https://www.hackerrank.com/rest/contests/master/challenges/maximizing-mission-points/hackers/harshnikam4536/download_solution","harshnikam4536","maximizing-mission-points"
"https://www.hackerrank.com/rest/contests/master/challenges/count-luck/hackers/harshnikam4536/download_solution","harshnikam4536","count-luck"
"https://www.hackerrank.com/rest/contests/master/challenges/cut-the-tree/hackers/harshnikam4536/download_solution","harshnikam4536","cut-the-tree"
"https://www.hackerrank.com/rest/contests/master/challenges/making-candies/hackers/harshnikam4536/download_solution","harshnikam4536","making-candies"
"https://www.hackerrank.com/rest/contests/master/challenges/gena/hackers/harshnikam4536/download_solution","harshnikam4536","gena"
"https://www.hackerrank.com/rest/contests/master/challenges/xor-quadruples/hackers/harshnikam4536/download_solution","harshnikam4536","xor-quadruples"
"https://www.hackerrank.com/rest/contests/master/challenges/red-knights-shortest-path/hackers/harshnikam4536/download_solution","harshnikam4536","red-knights-shortest-path"
"https://www.hackerrank.com/rest/contests/master/challenges/bike-racers/hackers/harshnikam4536/download_solution","harshnikam4536","bike-racers"
